(16.412, 0.757, 2.130)
(15.130, 0.681, 2.056)
(13.851, 0.603, 1.953)
(12.578, 0.523, 1.814)
(11.307, 0.425, 1.696)
(10.038, 0.324, 1.571)
(8.752, 0.238, 1.426)
(7.473, 0.129, 1.260)
(6.197, 0.017, 1.086)
(4.928, -0.088, 0.912)
(3.651, -0.202, 0.739)
(2.368, -0.316, 0.544)
(1.090, -0.467, 0.299)
(-0.195, -0.575, 0.108)
