(16.562, 0.864, 2.276)
(15.312, 0.800, 2.205)
(14.037, 0.718, 2.097)
(12.764, 0.628, 1.955)
(11.492, 0.524, 1.818)
(10.223, 0.428, 1.692)
(8.944, 0.321, 1.525)
(7.666, 0.213, 1.350)
(6.389, 0.098, 1.180)
(5.114, -0.024, 0.981)
(3.841, -0.132, 0.766)
(2.559, -0.262, 0.563)
(1.290, -0.407, 0.318)
(0.012, -0.533, 0.109)
