(16.945, 1.180, 1.947)
(15.661, 1.093, 1.879)
(14.381, 0.998, 1.806)
(13.105, 0.880, 1.713)
(11.835, 0.766, 1.603)
(10.557, 0.649, 1.471)
(9.275, 0.514, 1.339)
(7.995, 0.365, 1.198)
(6.720, 0.217, 1.026)
(5.446, 0.075, 0.849)
(4.173, -0.075, 0.672)
(2.892, -0.213, 0.486)
(1.614, -0.386, 0.259)
(0.361, -0.566, 0.072)
