0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.0781326264086463,0.996942973640161,-0.10162223609115395,1.0010533767117757,-0.06771973680305683,1.1130219458903983,-0.09676522592196024,0.8523433607883875,-0.06300851318303419,0.9663191793909093,9,-3.154299381113663,118.8302872205747,0.0,0.3791949820721383,0.26792478588273005
0.7272706178819225,-0.6863508201828322,0.7207311543581293,-0.6758227996840274,0.7307459913077882,-0.6407106760978789,0.7213520496422746,-0.7411721428130542,0.731347914160368,-0.7050873371408063,0,79.98777646979146,-100.74204548968915,17.768524260746556,0.637970939716589,1.9824912627677151
0.971190753508801,-0.2383034206615742,0.9613475052412617,-0.2228102769013086,0.9764301655916066,-0.19477727217421495,0.9622837423055469,-0.2891873251432678,0.9773414172082939,-0.26028606468849086,3,121.29190829998485,-44.43265144540417,11.894977347752654,0.7434894034956655,1.571805544826342
0.03363661382826587,-0.9994341290000897,0.020229899642691628,-0.9956072988620716,0.040385892994343184,-0.939217211555886,0.021986754201125256,-1.0740561706812326,0.042092535065261616,-1.0166073597502385,6,20.427150354425365,-130.93771564902,6.066330619653334,0.6882903623665497,1.870706980591749
-0.9461091270819658,-0.3238479884949124,-0.9659274647578104,-0.3154548712865911,-0.9362917472149017,-0.26473160300147797,-0.9631152649021625,-0.3959155191909021,-0.9335533029845104,-0.34419351469581055,2,-115.5620699251343,-78.70731606759739,13.961630985862778,0.8805046927219602,1.8833100568252978
0.23191231681866295,-0.9727366947472477,0.22254807403289292,-0.9584828106588146,0.2367818743474146,-0.8953114711960604,0.22356493963466154,-1.0667093155219538,0.2377648701404337,-1.001795946139459,0,34.969433141306105,-138.62019815425268,17.736769297000016,0.8742384111361735,1.8527011241910811
-0.023452719783484396,-0.9997249471403409,-0.04994544451890637,-0.9918709597806173,-0.01044085846649151,-0.8911502768232129,-0.046084320591029,-1.1342173052910989,-0.00670169331283261,-1.03138656702115,2,0.5057073692278369,-164.24588196080163,14.205674823358692,0.9250506820856137,1.7088489640962086
-0.8808261044319825,-0.4734399367936531,-0.9082966835754609,-0.4608290202684138,-0.8669532778732825,-0.40255637338123934,-0.9047681091418142,-0.5594429391422603,-0.8635327224639486,-0.49972571384197395,9,-93.79972071078639,-45.13516419103973,0.0,0.6227475373486078,0.466377572112582
-0.26159187619933355,0.9651785794900923,-0.2760226160559324,0.9760023446469644,-0.2549111166061992,1.02863969327192,-0.27338325502837774,0.8882853191180563,-0.252340275267605,0.9419828999419088,2,-31.91676810369748,65.7209608512655,14.005663010118305,0.39178091775447055,1.296318852010676
0.32311775443111135,0.9463587674721443,0.29761828642145854,0.9631710552056325,0.3352690283298818,1.0174400681430817,0.30182910114006417,0.8612330509140099,0.33936046539150316,0.9168708059572576,8,41.72912799964422,96.84978560844273,2.0300787230280513,-0.42543883840484154,0.5201525099192594
-0.48973253292698515,-0.871872723620208,-0.5263681608970683,-0.850372526229452,-0.4708148343077893,-0.77369689467649,-0.5221747510276908,-0.989966705531019,-0.4667439281292227,-0.9113220377955538,9,-47.00732703952972,-136.01138947097348,0.0,-1.3420177179558983,0.5012179580483502
-0.6260148604622947,0.7798111274407243,-0.6436577614465631,0.7863350708005041,-0.618141888802142,0.8351549362744591,-0.6400836534743392,0.7118871816634853,-0.6146821842025701,0.7617982200659832,5,-54.88259565498317,55.72918238493626,8.14790369185015,0.32441668881274294,1.7038853009320727
-0.4539088442152754,0.8910481250432846,-0.46714908761798696,0.9080899975787784,-0.447579005249478,0.9714922649763432,-0.46498224210910416,0.794320945719679,-0.4454696674274035,0.8591493619254705,3,-36.19225299089702,67.06354337430943,11.973001191197426,0.8542286374431728,1.6946604208420064
-0.46145879415929303,0.8871616432719863,-0.5719132807492076,0.9363248682675486,-0.4084434085807922,1.2196305635151805,-0.5541899548420789,0.4817550118770341,-0.3912437435322831,0.771370394348861,5,-18.28328760898883,-32.07416429396638,7.872806722567113,0.26779783497757415,1.5894833883350734
-0.9121931397897267,-0.409760510201459,-0.9489435058915736,-0.40282757306876327,-0.8948299339016177,-0.27186490709808214,-0.9427185501517408,-0.5812643392901179,-0.8888028632017859,-0.4476829441233057,1,-85.83658582558489,-135.5662495863232,15.594392378252271,1.0040349260868735,1.8457783891972965
-0.8787527210640449,-0.4772773357520099,-0.8964994416366513,-0.4608571109966932,-0.8694021177750149,-0.4191793135118183,-0.8947288967805626,-0.5464491655448996,-0.8676910273344688,-0.5033681645294188,0,-82.05020606437272,-75.88621708978408,18.116460434263228,0.8531959864467942,1.8710476318684879
0.9980195801772512,0.06290403471020883,0.9769193597952602,0.08158349896919291,1.0087468060496059,0.12734739954776078,0.9795308293165557,-0.013626558718208956,1.011274888449889,0.03360925545769396,6,98.68328404514445,-3.494213808723583,5.969392571221897,0.5082343519465625,0.6371193010112781
-0.3488155575249975,-0.9371913928480805,-0.3627590251504294,-0.9303098938328512,-0.34172241724551844,-0.8769124190585247,-0.361015234097456,-1.0110846799692796,-0.34002429227107417,-0.9566807099355858,0,-41.86975522867299,-166.72535170422537,17.78919473047731,0.9289204673094404,1.767916283966886
