(16.725, 0.523, 1.917)
(15.524, 0.503, 1.895)
(14.327, 0.490, 1.877)
(13.130, 0.462, 1.838)
(11.936, 0.431, 1.787)
(10.746, 0.404, 1.705)
(9.555, 0.378, 1.600)
(8.356, 0.334, 1.487)
(7.160, 0.306, 1.375)
(5.965, 0.280, 1.249)
(4.778, 0.252, 1.084)
(3.588, 0.204, 0.918)
(2.397, 0.146, 0.732)
(1.195, 0.101, 0.539)
(0.003, 0.058, 0.343)
